,store,chain,co_owned,state,southj,centralj,northj,pa1,pa2,shore,ncalls,empft,emppt,nmgrs,wage_st,inctime,firstinc,meals,open,hoursopen,pricesoda,pricefry,priceentree,nregisters,nregisters11,time,fte,change_fte
60,472.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,37.5,2.0,3.0,4.25,52.0,,2.0,6.5,16.5,0.97,1.05,0.91,3.0,3.0,0.0,38.5,
471,473.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,26.0,15.0,2.0,4.5,19.0,0.13,2.0,6.0,17.0,0.97,0.84,0.86,3.0,3.0,1.0,33.5,15.0
61,473.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,27.0,4.0,4.75,26.0,0.5,2.0,6.0,17.0,0.97,0.86,0.89,3.0,2.0,0.0,18.5,
424,474.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,20.0,3.0,4.5,,0.0,2.0,8.5,13.0,1.09,0.94,0.94,3.0,2.0,1.0,15.0,4.5
14,474.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,9.0,3.0,5.0,26.0,0.37,2.0,9.0,12.5,1.13,0.98,1.01,3.0,1.0,0.0,10.5,
62,475.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,25.0,8.0,3.0,4.5,,,1.0,7.0,15.0,1.02,0.89,0.9,3.0,3.0,0.0,29.0,
472,475.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,10.0,16.0,3.0,4.5,26.0,0.15,1.0,7.0,15.0,1.02,0.94,0.9,3.0,3.0,1.0,18.0,-11.0
473,476.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,30.0,3.0,4.75,52.0,0.2,2.0,6.0,18.0,0.96,0.84,1.18,3.0,3.0,1.0,20.0,-1.0
63,476.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,30.0,3.0,4.25,52.0,0.12,2.0,6.0,18.0,0.95,0.79,0.91,3.0,3.0,0.0,21.0,
474,477.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,6.0,20.0,4.0,6.25,26.0,0.5,2.0,6.0,17.0,0.96,0.84,0.89,3.0,3.0,1.0,16.0,-6.0
64,477.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,28.0,4.0,4.25,39.0,0.12,2.0,6.5,16.5,0.97,0.78,0.99,3.0,3.0,0.0,22.0,
475,478.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,30.0,4.0,4.35,13.0,0.25,2.0,6.0,18.0,1.01,0.88,0.91,3.0,2.0,1.0,23.0,-21.5
65,478.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,25.0,4.0,4.5,13.0,0.22,2.0,6.0,19.0,0.97,0.86,0.91,3.0,3.0,0.0,44.5,
15,481.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,17.5,3.0,5.25,26.0,0.25,3.0,11.0,10.0,0.95,0.74,2.53,5.0,4.0,0.0,13.75,
425,481.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,15.0,4.0,3.0,5.0,26.0,0.25,2.0,11.0,11.0,0.74,0.73,2.53,3.0,3.0,1.0,17.0,3.25
16,483.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,15.0,1.0,5.0,13.0,0.07,2.0,11.0,10.0,0.94,0.73,2.32,4.0,3.0,0.0,8.5,
426,483.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,4.0,13.0,3.0,4.75,13.0,0.18,1.0,11.0,11.0,0.95,0.74,2.33,4.0,3.0,1.0,10.5,2.0
66,485.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,9.0,3.0,4.5,26.0,0.37,2.0,11.0,10.0,0.95,0.74,2.33,4.0,3.0,0.0,5.5,
476,485.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,4.0,12.0,3.0,4.5,19.0,,2.0,11.0,11.0,1.01,0.73,2.32,4.0,3.0,1.0,10.0,4.5
17,487.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,6.0,2.0,5.0,13.0,0.17,2.0,10.0,11.5,1.11,0.91,0.95,6.0,3.0,0.0,13.0,
427,487.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,6.0,20.0,3.0,4.75,26.0,0.1,2.0,10.5,11.0,1.05,1.01,0.94,6.0,1.0,1.0,16.0,3.0
18,488.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,20.0,13.0,3.0,5.0,13.0,0.25,2.0,6.0,16.0,1.05,0.79,1.01,5.0,5.0,0.0,26.5,
428,488.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,5.0,15.0,3.0,4.75,26.0,0.13,2.0,7.0,15.0,1.01,1.01,0.94,5.0,3.0,1.0,12.5,-14.0
19,489.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,23.0,2.0,5.0,13.0,0.37,2.0,7.0,14.0,1.05,1.01,0.94,4.0,4.0,0.0,16.5,
429,489.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,19.0,3.0,4.25,26.0,0.13,2.0,10.0,11.5,1.01,1.01,1.05,6.0,3.0,1.0,11.5,-5.0
430,490.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,18.0,3.0,5.0,26.0,0.28,2.0,6.0,16.0,1.01,1.01,1.05,5.0,3.0,1.0,11.0,-5.25
20,490.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,12.5,4.0,5.0,13.0,0.12,2.0,6.0,16.0,1.05,1.01,1.05,4.0,4.0,0.0,16.25,
67,491.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,25.0,2.0,4.5,13.0,0.37,2.0,8.5,13.0,1.05,0.91,0.95,3.0,2.0,0.0,16.5,
477,491.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,1.0,0.0,-16.5
478,492.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,4.0,15.0,2.0,4.5,19.0,0.1,2.0,9.0,12.5,1.11,1.11,1.05,2.0,1.0,1.0,11.5,1.5
68,492.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,16.0,3.0,4.5,13.0,0.25,2.0,9.0,12.5,1.11,1.05,0.94,2.0,1.0,0.0,10.0,
431,493.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,30.0,4.0,4.9,13.0,0.25,2.0,6.0,16.0,1.02,1.01,0.84,3.0,3.0,1.0,15.0,-18.0
21,493.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,12.0,3.0,5.0,26.0,0.25,2.0,6.0,16.0,1.05,0.9,2.01,6.0,3.0,0.0,33.0,
432,495.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,8.0,20.0,3.0,5.0,26.0,0.25,2.0,6.0,16.0,0.96,1.01,1.01,5.0,3.0,1.0,18.0,0.0
22,495.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,28.0,3.0,5.0,26.0,0.25,2.0,7.0,15.0,1.05,1.01,0.94,3.0,3.0,0.0,18.0,
433,496.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,10.0,10.0,3.0,4.75,19.0,0.18,2.0,6.0,16.0,1.01,1.01,0.89,,,1.0,15.0,-2.5
23,496.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,15.0,3.0,5.0,13.0,0.17,2.0,6.0,16.0,1.05,0.9,0.73,5.0,3.0,0.0,17.5,
479,497.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,5.0,,,,2.0,10.0,12.0,1.01,0.9,0.79,2.0,2.0,1.0,,
69,497.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,15.0,3.0,4.5,13.0,0.15,2.0,10.0,12.0,0.91,0.84,0.84,2.0,2.0,0.0,19.5,
70,498.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,20.0,10.0,3.0,4.75,26.0,0.1,2.0,10.0,12.0,0.91,0.84,0.85,2.0,2.0,0.0,25.0,
480,498.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,21.0,5.5,3.0,5.0,26.0,,2.0,10.0,12.0,0.98,0.84,0.9,2.0,2.0,1.0,23.75,-1.25
434,499.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,31.0,5.0,5.0,26.0,0.1,2.0,10.0,12.0,0.9,0.69,0.94,2.0,2.0,1.0,15.5,1.5
24,499.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,5.0,5.0,26.0,0.07,2.0,10.0,12.0,0.9,0.69,1.75,2.0,2.0,0.0,14.0,
481,501.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,30.0,15.0,6.0,4.75,4.0,0.35,1.0,6.0,18.0,1.03,0.91,0.91,3.0,3.0,1.0,37.5,16.0
71,501.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,15.0,3.0,4.25,4.0,0.37,2.0,6.5,16.5,0.84,0.84,0.94,3.0,3.0,0.0,21.5,
482,503.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,35.0,6.5,3.0,4.5,13.0,0.15,2.0,6.0,18.0,0.97,0.84,1.0,3.0,3.0,1.0,38.25,23.75
72,503.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,7.5,14.0,4.0,4.75,,0.12,2.0,6.5,16.5,0.97,0.84,0.91,3.0,3.0,0.0,14.5,
412,506.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,3.0,7.0,4.0,5.0,19.0,0.25,1.0,11.0,11.0,0.95,0.74,2.33,4.0,3.0,1.0,6.5,0.0
2,506.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,7.0,2.0,,13.0,0.37,2.0,11.0,10.0,0.95,0.74,2.33,3.0,3.0,0.0,6.5,
435,509.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,5.5,10.0,3.0,4.25,26.0,0.2,2.0,6.5,15.5,1.0,1.01,0.94,3.0,2.0,1.0,10.5,-0.5
25,509.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,16.0,3.0,5.0,13.0,0.25,2.0,6.0,16.0,1.05,0.95,1.16,6.0,3.0,0.0,11.0,
483,510.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.5,17.5,3.0,,13.0,,2.0,7.0,15.0,1.05,1.01,,5.0,3.0,1.0,11.25,-8.25
73,510.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,25.0,4.0,4.25,26.0,0.25,2.0,6.0,16.0,1.05,0.91,1.05,3.0,3.0,0.0,19.5,
484,511.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,3.0,13.0,3.0,4.75,,,2.0,7.0,15.0,1.01,1.01,0.89,6.0,2.0,1.0,9.5,-2.5
74,511.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,16.0,3.0,4.75,9.0,0.15,2.0,6.0,16.5,1.01,0.91,1.05,4.0,4.0,0.0,12.0,
485,514.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,23.0,16.0,3.0,4.25,10.0,0.2,2.0,6.0,16.0,0.95,0.95,1.05,6.0,4.0,1.0,31.0,16.0
75,514.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,20.0,3.0,4.5,26.0,0.25,2.0,6.0,16.0,0.94,0.9,0.94,5.0,3.0,0.0,15.0,
26,515.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,16.0,4.0,5.0,13.0,0.2,2.0,6.0,16.0,1.05,0.94,1.16,5.0,3.0,0.0,15.0,
436,515.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,5.0,19.0,3.0,4.75,13.0,0.18,2.0,6.0,16.0,1.01,1.01,0.94,5.0,4.0,1.0,14.5,-0.5
486,516.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,2.0,12.0,2.0,4.91,14.0,0.18,2.0,8.0,14.0,1.01,0.95,0.89,5.0,3.0,1.0,8.0,-9.25
76,516.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,22.5,3.0,4.75,13.0,0.12,3.0,6.0,16.0,1.05,0.91,1.05,4.0,3.0,0.0,17.25,
487,521.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,12.0,8.0,4.4,13.0,0.13,2.0,7.0,16.0,0.41,0.84,0.89,4.0,2.0,1.0,6.0,-6.5
77,521.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,20.0,3.0,4.25,13.0,,2.0,6.5,16.5,,,0.52,4.0,4.0,0.0,12.5,
78,522.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,30.0,4.0,4.35,26.0,0.2,3.0,7.0,16.0,1.0,0.87,0.94,3.0,3.0,0.0,17.0,
488,522.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,3.0,23.0,3.0,4.25,26.0,0.15,3.0,7.0,16.0,1.0,0.74,0.95,3.0,3.0,1.0,14.5,-2.5
